sample_id,split,method,strategy,mae_bpm,rmse_bpm,pearson_r,bias_bpm,snr_db,n_windows
ubfc_d2_subject24_vid_faa70e63,train,green,single_forehead,44.0850039323171,61.57399736623201,-0.20838119696804727,22.355769970478157,-6.544030104433517,39
ubfc_d2_subject24_vid_faa70e63,train,green,single_left_cheek,47.51837369111868,72.19467234347066,-0.4994094943596413,41.28008305109464,-11.938149409285021,39
ubfc_d2_subject24_vid_faa70e63,train,green,single_right_cheek,46.33880982643519,71.05512264747837,-0.538798754119505,38.869669357935585,-12.371142787785136,39
ubfc_d2_subject24_vid_faa70e63,train,green,average_fusion,47.979942474609764,72.91214907222016,-0.59420360917689,40.51080200611017,-11.907192674200584,39
ubfc_d2_subject24_vid_faa70e63,train,green,quality_weighted_fusion,47.51837388674418,72.08720225291127,-0.5381328029640084,40.04923341824458,-13.191297724185633,39
ubfc_d2_subject24_vid_faa70e63,train,green,signal_extraction_baseline,47.979529509177574,72.91099711119423,-0.5942035281885141,40.50895667076111,-11.907192637387391,39
ubfc_d2_subject24_vid_faa70e63,train,chrom,single_forehead,56.08578780369881,57.32962909638595,0.25308484761101446,-25.852507022710945,-10.757913242298844,39
ubfc_d2_subject24_vid_faa70e63,train,chrom,single_left_cheek,54.854939051163505,56.74872737487127,0.2654226518540306,-26.26279091835022,-14.091760234480898,39
ubfc_d2_subject24_vid_faa70e63,train,chrom,single_right_cheek,53.52151797979306,54.72824796445659,0.6006326035511298,-25.442223616135426,-11.87581855984012,39
ubfc_d2_subject24_vid_faa70e63,train,chrom,average_fusion,54.95750912030538,56.41519203045135,0.5980200394909198,-26.775644198442116,-12.06773740495835,39
ubfc_d2_subject24_vid_faa70e63,train,chrom,quality_weighted_fusion,55.67550459274879,56.99225540281865,0.3957552342163394,-26.26279023366097,-12.36543874947399,39
ubfc_d2_subject24_vid_faa70e63,train,chrom,signal_extraction_baseline,54.95780236293108,56.415587021526925,0.5980200034018055,-26.776409876652252,-12.067737398753504,39
ubfc_d2_subject24_vid_faa70e63,train,pos,single_forehead,47.56965906803425,71.91554937854957,-0.5463743509524648,39.279951786383606,-14.120197037024948,39
ubfc_d2_subject24_vid_faa70e63,train,pos,single_left_cheek,47.774800771322006,72.66276015002646,-0.5726642527352149,40.92108482580919,-13.337854123542245,39
ubfc_d2_subject24_vid_faa70e63,train,pos,single_right_cheek,47.41580313291305,71.84635350316718,-0.555463018430956,39.4338081127558,-13.07522247750567,39
ubfc_d2_subject24_vid_faa70e63,train,pos,average_fusion,47.41580293728755,72.20242432371248,-0.566535765359178,39.84409132370582,-15.473670260679206,39
ubfc_d2_subject24_vid_faa70e63,train,pos,quality_weighted_fusion,47.46708831420312,72.20314051342484,-0.5603253660244366,39.895376700621384,-15.625425158436686,39
ubfc_d2_subject24_vid_faa70e63,train,pos,signal_extraction_baseline,47.41539877500289,72.20128964476777,-0.5665356460955393,39.84225674775931,-15.473670187343732,39
