method,mae_bpm,rmse_bpm,pearson_r,bias_bpm,snr_db,n_windows
green,5.242535038998253,6.5683297780081285,-0.04582965319105459,-1.2223914297003495,-2.0971591939632086,38
chrom,36.732070320530944,37.26588580335776,-0.5349558372370465,-36.732070320530944,-13.263688872403364,38
pos,5.602821952418277,6.666753039045803,-0.08634068115558242,-0.3806804857755962,-1.2078369387842736,38
