sample_id,split,method,strategy,mae_bpm,rmse_bpm,pearson_r,bias_bpm,snr_db,n_windows
ubfc_d2_subject41_vid_48605054,train,green,single_forehead,12.416447957356771,21.174411396920778,-0.17153695211061487,-12.317729069636417,-5.792375449040913,39
ubfc_d2_subject41_vid_48605054,train,green,single_left_cheek,44.9719001574394,45.94253790197567,-0.3512219247744698,-44.9719001574394,-10.951904560792567,39
ubfc_d2_subject41_vid_48605054,train,green,single_right_cheek,34.090746170435196,38.791064053704176,-0.4922368535506844,-33.54037847274389,-7.894896474759607,39
ubfc_d2_subject41_vid_48605054,train,green,average_fusion,24.8123041788737,32.8641938808432,-0.675721664858689,-24.31313949976212,-6.7654317166961695,39
ubfc_d2_subject41_vid_48605054,train,green,quality_weighted_fusion,23.938920045510315,32.35551487451937,-0.7302397365856615,-23.339153387607674,-6.092019094227714,39
ubfc_d2_subject41_vid_48605054,train,green,signal_extraction_baseline,24.812180739182693,32.864062401762034,-0.6757216735240542,-24.31291081355168,-6.765431727517544,39
ubfc_d2_subject41_vid_48605054,train,chrom,single_forehead,54.096613077016976,54.36535925966866,-0.5402201653466312,-54.096613077016976,-14.53288573713051,39
ubfc_d2_subject41_vid_48605054,train,chrom,single_left_cheek,56.24963545187926,56.375185780511536,-0.03870538967635975,-56.24963545187926,-17.665973304482375,39
ubfc_d2_subject41_vid_48605054,train,chrom,single_right_cheek,56.04458549695137,56.15626878133983,0.0009995427137897625,-56.04458549695137,-19.887943676310947,39
ubfc_d2_subject41_vid_48605054,train,chrom,average_fusion,56.813522143241684,56.90842705014872,0.15073490869658962,-56.813522143241684,-17.84013241894199,39
ubfc_d2_subject41_vid_48605054,train,chrom,quality_weighted_fusion,56.813522143241684,56.90842705014872,0.15073490869658962,-56.813522143241684,-18.195885365799246,39
ubfc_d2_subject41_vid_48605054,train,chrom,signal_extraction_baseline,56.81338794414814,56.908293107038375,0.15073490869658954,-56.81338794414814,-17.84013248395385,39
ubfc_d2_subject41_vid_48605054,train,pos,single_forehead,2.0023658948066907,2.5370235516545705,0.8124751837514571,-1.6038814446864984,1.8841804329775946,39
ubfc_d2_subject41_vid_48605054,train,pos,single_left_cheek,2.3119612473707933,2.9180391663944065,0.7638798909422526,-1.962718474559295,-1.783802856100728,39
ubfc_d2_subject41_vid_48605054,train,pos,single_right_cheek,2.0974033062274637,2.6652491271446954,0.7860096458926067,-0.8349454830854367,-1.1888652596880165,39
ubfc_d2_subject41_vid_48605054,train,pos,average_fusion,2.2061280470628004,2.7298637893909583,0.7662306653868112,-1.347569587903145,1.436347470569558,39
ubfc_d2_subject41_vid_48605054,train,pos,quality_weighted_fusion,2.1561531653771033,2.6930156736976243,0.7753608889784155,-1.552619151580028,2.0730456643314112,39
ubfc_d2_subject41_vid_48605054,train,pos,signal_extraction_baseline,2.205958244128105,2.729724661853273,0.7662305403218379,-1.3472757584009416,1.436347481423229,39
