method,mae_bpm,rmse_bpm,pearson_r,bias_bpm,snr_db,n_windows
green,14.339265411419124,20.03599025657228,0.1989399993517477,-13.56600933293149,-5.747636507718887,39
chrom,38.14015491899419,38.25289455725996,0.1502433773671886,-38.14015491899419,-11.91880074956595,39
pos,1.8906222894552314,2.2702009496324496,0.6002791318337324,-0.7915574168970851,5.250868412883357,39
