method,mae_bpm,rmse_bpm,pearson_r,bias_bpm,snr_db,n_windows
green,17.479611307463788,21.349365799210823,0.8901129616258083,-17.417565733275556,-4.156609293414251,32
chrom,44.165452390990396,44.775977314982114,-0.8465362444066713,-44.165452390990396,-13.05140075339214,32
pos,4.21489736429677,5.650962466596547,0.5369266003164778,-2.731228143057966,-2.2371754871717915,32
