method,mae_bpm,rmse_bpm,pearson_r,bias_bpm,snr_db,n_windows
green,4.990623922909007,6.132486785633849,-0.26499195941519377,-3.3189329259535847,-1.3815425498350034,17
chrom,66.98612123377183,67.00982528959977,0.7398405231107087,-66.98612123377183,-14.451855549483753,17
pos,4.406368928797105,6.040671415750986,0.012438057331595191,-2.495141870835248,-0.7968655388222922,17
