method,mae_bpm,rmse_bpm,pearson_r,bias_bpm,snr_db,n_windows
green,1.9805554904117952,2.8147995246755704,0.2507348666955748,0.5829792307170947,-5.796375090063188,52
chrom,45.73298158001759,46.02978771929501,-0.32351760419477554,-45.73298158001759,-11.243027750268954,52
pos,1.5593325102059659,2.0918834508611743,0.5519254834102421,0.35216862515444447,4.788010735604226,52
