method,mae_bpm,rmse_bpm,pearson_r,bias_bpm,snr_db,n_windows
green,3.0702767005333533,3.874516511176002,-0.48030844520125354,-2.6028049175555887,1.4719479450204218,13
chrom,18.605658311110275,18.907286991852487,-0.5702772273948973,-18.605658311110275,-8.73273723616907,13
pos,3.0702767005333533,3.874516511176002,-0.48030844520125354,-2.6028049175555887,6.198693722626283,13
