method,mae_bpm,rmse_bpm,pearson_r,bias_bpm,snr_db,n_windows
green,2.697604257477022,3.895020309741975,0.24405680722417614,0.6251420193784467,-0.37153879670490303,38
chrom,63.18280534020857,63.36942951112193,0.14310400112286734,-63.18280534020857,-12.802339839977021,38
pos,2.2305654503609653,3.3660531669358176,0.38134479103363844,0.20431445493817116,2.4602001247450307,38
