method,mae_bpm,rmse_bpm,pearson_r,bias_bpm,snr_db,n_windows
green,4.751209037253872,8.378262895255485,0.3114429845914045,-0.5701665586419954,-2.438301315438544,38
chrom,52.43905862599911,52.911346903874225,0.14462008236645496,-52.43905862599911,-12.767490933488903,38
pos,3.365226135861397,5.710553158152165,0.5083734136495868,1.167573707053677,0.7196429127520068,38
