method,mae_bpm,rmse_bpm,pearson_r,bias_bpm,snr_db,n_windows
green,2.22921569062385,2.8856551061902285,0.8433171367360301,0.1128353002558403,-0.8991113145548488,38
chrom,54.17376772387553,54.40800814466574,0.31545953428974616,-54.17376772387553,-11.479389813002642,38
pos,2.54217686744591,3.3992394341895005,0.7758192140944576,0.4284551202985007,-1.3725428754924809,38
