sample_id,split,method,strategy,mae_bpm,rmse_bpm,pearson_r,bias_bpm,snr_db,n_windows
ubfc_d2_subject30_vid_939ba08a,train,green,single_forehead,16.950810683401006,21.852759316772413,-0.046004336450558646,-16.156410016511614,-7.016926475430073,38
ubfc_d2_subject30_vid_939ba08a,train,green,single_left_cheek,19.803295537045127,27.9229976651773,0.19683749003637954,-19.473942204525596,-5.664328905596683,38
ubfc_d2_subject30_vid_939ba08a,train,green,single_right_cheek,20.558185577392578,28.790629125686525,-0.09901429278490936,-16.840979927464534,-4.315584715284608,38
ubfc_d2_subject30_vid_939ba08a,train,green,average_fusion,4.751262965955232,8.37824926493348,0.31144307848969,-0.5692693810713919,-2.4383013341189987,38
ubfc_d2_subject30_vid_939ba08a,train,green,quality_weighted_fusion,9.719157771060342,17.295126172849905,0.5133918128613639,-7.941565463417454,-2.2619876595569526,38
ubfc_d2_subject30_vid_939ba08a,train,green,signal_extraction_baseline,4.751209158646433,8.378262939809025,0.31144297720220576,-0.5701664372494346,-2.4383013022173703,38
ubfc_d2_subject30_vid_939ba08a,train,chrom,single_forehead,51.17481703507273,51.77059697599149,-0.1804088194535433,-51.17481703507273,-15.318630734670307,38
ubfc_d2_subject30_vid_939ba08a,train,chrom,single_left_cheek,49.647699657239414,50.11850245649256,0.20246668207797397,-49.647699657239414,-14.05269480002304,38
ubfc_d2_subject30_vid_939ba08a,train,chrom,single_right_cheek,50.068973340486224,50.47332827616712,0.2984988030933945,-50.068973340486224,-13.518940193795238,38
ubfc_d2_subject30_vid_939ba08a,train,chrom,average_fusion,52.43863908868087,52.91093318508562,0.14462009401382572,-52.43863908868087,-12.767491006646157,38
ubfc_d2_subject30_vid_939ba08a,train,chrom,quality_weighted_fusion,50.75354325143915,51.1327883901094,0.293354945102029,-50.75354325143915,-12.755821155334603,38
ubfc_d2_subject30_vid_939ba08a,train,chrom,signal_extraction_baseline,52.43905850460655,52.91134678566199,0.14462008232877913,-52.43905850460655,-12.767491056855816,38
ubfc_d2_subject30_vid_939ba08a,train,pos,single_forehead,3.0493141977410567,5.356679633939965,0.6053254619223113,0.9578494021767064,-0.5337377296861103,38
ubfc_d2_subject30_vid_939ba08a,train,pos,single_left_cheek,3.332120794998972,4.8055990209441415,0.7354387382323625,1.3791234869706004,-0.6603859537085215,38
ubfc_d2_subject30_vid_939ba08a,train,pos,single_right_cheek,3.3709162661903784,5.9906523040288295,0.421793380536814,1.2738049155787419,-0.12882188183073076,38
ubfc_d2_subject30_vid_939ba08a,train,pos,average_fusion,3.365269510369552,5.710736841468065,0.5083735463975966,1.1684865449604236,0.7196429044292885,38
ubfc_d2_subject30_vid_939ba08a,train,pos,quality_weighted_fusion,3.417928796065481,5.8658591957095805,0.4604696627176769,1.2211458306563527,0.7629850138919281,38
ubfc_d2_subject30_vid_939ba08a,train,pos,signal_extraction_baseline,3.365226143284848,5.710553143647373,0.5083734322736604,1.1675738284462376,0.7196429120118533,38
