method,mae_bpm,rmse_bpm,pearson_r,bias_bpm,snr_db,n_windows
green,18.6821336305575,30.473680589131924,-0.41818924458437157,-16.255911883410093,-7.264868446303718,38
chrom,66.84570594195887,67.23238898902429,-0.5072915373128967,-66.84570594195887,-16.05826060125375,38
pos,5.047631420442372,6.163720055848567,0.23848432771844633,-2.7266957193732924,-4.019132183697497,38
