method,mae_bpm,rmse_bpm,pearson_r,bias_bpm,snr_db,n_windows
green,2.21330075386243,2.3718528552745464,0.6977613397333488,-2.21330075386243,-3.7198547860752784,39
chrom,14.314344259408804,15.852649109527325,0.41068670872275437,-14.314344259408804,-9.315179651865025,39
pos,2.0594737713153544,2.2606172443869785,0.6724853370675073,-2.0594737713153544,2.9588703374625434,39
