sample_id,split,method,strategy,mae_bpm,rmse_bpm,pearson_r,bias_bpm,snr_db,n_windows
ubfc_d2_subject34_vid_aed2f62a,train,green,single_forehead,30.506749705264443,39.831639634473454,0.40744807690813817,-30.069623947143555,-7.869207175228911,38
ubfc_d2_subject34_vid_aed2f62a,train,green,single_left_cheek,1.3264182241339433,1.6512501595709204,0.6058023444702416,-0.16513442993164062,-3.088680413764346,38
ubfc_d2_subject34_vid_aed2f62a,train,green,single_right_cheek,15.53150096692537,30.021739307589133,-0.39059237919638995,-14.6435402318051,-4.121798228014601,38
ubfc_d2_subject34_vid_aed2f62a,train,green,average_fusion,1.3203566701788652,1.7102707308040213,0.5519851378902332,-0.32307996247944076,-1.26253603529367,38
ubfc_d2_subject34_vid_aed2f62a,train,green,quality_weighted_fusion,1.269734031275699,1.6165460575322,0.6128721688708727,-0.2704315185546875,-1.091424391584488,38
ubfc_d2_subject34_vid_aed2f62a,train,green,signal_extraction_baseline,1.320201271458676,1.7108156445780283,0.5519847450469068,-0.32598716334292765,-1.2625360437725779,38
ubfc_d2_subject34_vid_aed2f62a,train,chrom,single_forehead,69.92473010012978,70.03601634232167,0.19910729143767134,-69.92473010012978,-18.31912188896494,38
ubfc_d2_subject34_vid_aed2f62a,train,chrom,single_left_cheek,71.34624651858681,71.39495066475153,0.1308537853538492,-71.34624651858681,-16.175027066747354,38
ubfc_d2_subject34_vid_aed2f62a,train,chrom,single_right_cheek,68.55586302907844,68.67687326091041,-0.7077717493760045,-68.55586302907844,-16.427860033367317,38
ubfc_d2_subject34_vid_aed2f62a,train,chrom,average_fusion,68.39791619150262,68.58831111216337,-0.4895507174028863,-68.39791619150262,-12.475661820614208,38
ubfc_d2_subject34_vid_aed2f62a,train,chrom,quality_weighted_fusion,69.66148667586477,69.81670107358201,-0.5560695460450146,-69.66148667586477,-13.797372445342651,38
ubfc_d2_subject34_vid_aed2f62a,train,chrom,signal_extraction_baseline,68.39911430760434,68.58949904478277,-0.48955072011151457,-68.39911430760434,-12.475661823092475,38
ubfc_d2_subject34_vid_aed2f62a,train,pos,single_forehead,1.370979108308491,1.7373153163316153,0.542485877340829,-0.48102589657432154,5.097492919619347,38
ubfc_d2_subject34_vid_aed2f62a,train,pos,single_left_cheek,1.320356469405325,1.6451321198731725,0.6029542133970304,-0.4283774526495683,2.314393055039864,38
ubfc_d2_subject34_vid_aed2f62a,train,pos,single_right_cheek,1.3689699674907483,1.7361580929742713,0.5498085931790906,-0.5336745412726152,3.484946429007066,38
ubfc_d2_subject34_vid_aed2f62a,train,pos,average_fusion,1.3689699674907483,1.7361580929742713,0.5498085931790906,-0.5336745412726152,6.541859475668898,38
ubfc_d2_subject34_vid_aed2f62a,train,pos,quality_weighted_fusion,1.3689699674907483,1.7361580929742713,0.5498085931790906,-0.5336745412726152,6.608408838360439,38
ubfc_d2_subject34_vid_aed2f62a,train,pos,signal_extraction_baseline,1.3691237600226152,1.737050436001018,0.5498081713072607,-0.5365769235711348,6.541859508010265,38
