sample_id,split,method,mae_bpm,rmse_bpm,pearson_r,bias_bpm,snr_db,n_windows
ubfc_d2_subject47_vid_ac0494f0,train,chrom,64.65889657110185,64.87236611863008,0.41720726675310377,-64.65889657110185,-15.69018996332126,38
ubfc_d2_subject47_vid_ac0494f0,train,pos,6.479103957677813,10.710148744405306,-0.19829102377542718,-4.36374541271884,1.0367903126163578,38
ubfc_d2_subject48_vid_637c064a,test,green,35.497956646107184,35.955902483305465,0.5630732067146372,-35.497956646107184,-8.68236479525578,38
ubfc_d2_subject48_vid_637c064a,test,chrom,42.919408415484234,42.9502745240071,-0.4199218458501873,-42.919408415484234,-10.671301117868712,38
ubfc_d2_subject48_vid_637c064a,test,pos,0.553176999083126,0.8079531349681467,0.6648021521868236,-0.5487246450535208,2.653708364382017,38
ubfc_d2_subject49_vid_4852bb4f,train,green,14.339265411419124,20.03599025657228,0.1989399993517477,-13.56600933293149,-5.747636507718887,39
ubfc_d2_subject49_vid_4852bb4f,train,chrom,38.14015491899419,38.25289455725996,0.1502433773671886,-38.14015491899419,-11.91880074956595,39
ubfc_d2_subject49_vid_4852bb4f,train,pos,1.8906222894552314,2.2702009496324496,0.6002791318337324,-0.7915574168970851,5.250868412883357,39
ubfc_d2_subject5_vid_f73afbac,train,green,1.1410655146059783,1.391441986910071,0.6829973369948271,-0.7119830587635869,2.472293599996782,23
ubfc_d2_subject5_vid_f73afbac,train,chrom,53.13817231551461,53.17357952793906,0.7005957924433045,-53.13817231551461,-12.021878144737972,23
ubfc_d2_subject5_vid_f73afbac,train,pos,1.1410655146059783,1.391441986910071,0.6829973369948271,-0.7119830587635869,3.786177778351246,23
ubfc_d2_subject8_vid_cf94b659,train,green,2.125475191486123,2.551479723597241,0.3563922824122407,-0.10055282923791366,-1.3451815579895805,38
ubfc_d2_subject8_vid_cf94b659,train,chrom,61.91875028037767,62.16574207260732,-0.26680956017853086,-61.91875028037767,-12.861101896435041,38
ubfc_d2_subject8_vid_cf94b659,train,pos,1.9699614280583886,2.3185839382229827,0.4500122970196005,-0.3636085302427451,5.514345582921875,38
ubfc_d2_subject9_vid_7f8f2cc8,train,green,18.6821336305575,30.473680589131924,-0.41818924458437157,-16.255911883410093,-7.264868446303718,38
ubfc_d2_subject9_vid_7f8f2cc8,train,chrom,66.84570594195887,67.23238898902429,-0.5072915373128967,-66.84570594195887,-16.05826060125375,38
ubfc_d2_subject9_vid_7f8f2cc8,train,pos,5.047631420442372,6.163720055848567,0.23848432771844633,-2.7266957193732924,-4.019132183697497,38
