sample_id,split,method,strategy,mae_bpm,rmse_bpm,pearson_r,bias_bpm,snr_db,n_windows
ubfc_d2_subject12_vid_22a0cc54,train,green,single_forehead,2.314379178560697,2.4136507472582918,0.7420243754314964,-2.314379178560697,-3.7403896980959734,39
ubfc_d2_subject12_vid_22a0cc54,train,green,single_left_cheek,2.211471753242688,2.3918637430014433,0.6478721055854778,-2.1605488703801083,-3.623610161001505,39
ubfc_d2_subject12_vid_22a0cc54,train,green,single_right_cheek,2.1605488703801083,2.6559600275238675,0.3602364641815382,-2.1605488703801083,-4.941653312367065,39
ubfc_d2_subject12_vid_22a0cc54,train,green,average_fusion,2.2118256397736378,2.370482535653733,0.6977611940298506,-2.2118256397736378,-3.719854800169602,39
ubfc_d2_subject12_vid_22a0cc54,train,green,quality_weighted_fusion,2.4169327173477564,2.7699959881657703,0.5458142138074296,-2.4169327173477564,-3.957055930114693,39
ubfc_d2_subject12_vid_22a0cc54,train,green,signal_extraction_baseline,2.21330075386243,2.3718528552745464,0.6977613397333488,-2.21330075386243,-3.7198547950400265,39
ubfc_d2_subject12_vid_22a0cc54,train,chrom,single_forehead,16.26166045360076,17.512136004245157,0.08500797507424451,-16.26166045360076,-7.591808452201216,39
ubfc_d2_subject12_vid_22a0cc54,train,chrom,single_left_cheek,10.67249258970603,11.942842014937165,-0.09451934226591635,-10.67249258970603,-6.925535109881703,39
ubfc_d2_subject12_vid_22a0cc54,train,chrom,single_right_cheek,20.62018585205078,21.371854006536065,-0.4193641255805043,-20.62018585205078,-11.392433427708289,39
ubfc_d2_subject12_vid_22a0cc54,train,chrom,average_fusion,14.313143216646635,15.851633341632892,0.41068672697095404,-14.313143216646635,-9.315179641140066,39
ubfc_d2_subject12_vid_22a0cc54,train,chrom,quality_weighted_fusion,14.92846444936899,16.311011228918865,0.3508085389638153,-14.92846444936899,-8.72887302335261,39
ubfc_d2_subject12_vid_22a0cc54,train,chrom,signal_extraction_baseline,14.314344259408804,15.852649109527325,0.41068670872275437,-14.314344259408804,-9.315179667319635,39
ubfc_d2_subject12_vid_22a0cc54,train,pos,single_forehead,1.9554417928059895,2.1662759758281678,0.661321901289631,-1.9554417928059895,3.992535821317198,39
ubfc_d2_subject12_vid_22a0cc54,train,pos,single_left_cheek,1.9041650234124599,2.1896617472687043,0.5165181940417195,-1.9041650234124599,2.455166168354281,39
ubfc_d2_subject12_vid_22a0cc54,train,pos,single_right_cheek,1.9041650234124599,2.166122377439186,0.505274613643372,-1.9041650234124599,-1.831697981761581,39
ubfc_d2_subject12_vid_22a0cc54,train,pos,average_fusion,2.057995331593049,2.259278404307341,0.6724851869537993,-2.057995331593049,2.95887038717841,39
ubfc_d2_subject12_vid_22a0cc54,train,pos,quality_weighted_fusion,2.006718562199519,2.2132657445074018,0.6663650757592778,-2.006718562199519,3.268283921788334,39
ubfc_d2_subject12_vid_22a0cc54,train,pos,signal_extraction_baseline,2.0594737713153544,2.2606172443869785,0.6724853370675073,-2.0594737713153544,2.958870347396461,39
