method,mae_bpm,rmse_bpm,pearson_r,bias_bpm,snr_db,n_windows
green,47.97952943629311,72.91099711225195,-0.5942035255250397,40.50895665936064,-11.90719262954941,39
chrom,54.95780238025426,56.415587068047564,0.59802000162604,-26.776409888052715,-12.067737318227342,39
pos,47.41539870211843,72.20128964583587,-0.566535643416581,39.84225673635884,-15.473670248388578,39
