sample_id,split,method,strategy,mae_bpm,rmse_bpm,pearson_r,bias_bpm,snr_db,n_windows
ubfc_d2_subject1_vid_f522da8f,train,green,single_forehead,2.758228302001953,3.553712048706456,-0.5171430023650759,-2.0943215688069663,-5.542775664635743,24
ubfc_d2_subject1_vid_f522da8f,train,green,single_left_cheek,2.176769256591797,2.761474082028507,0.5928543257872216,-1.9276720682779949,-0.8834332166276609,24
ubfc_d2_subject1_vid_f522da8f,train,green,single_right_cheek,2.093444506327311,2.6690762451379526,0.6906411121496514,-1.844347318013509,0.6549190520535048,24
ubfc_d2_subject1_vid_f522da8f,train,green,average_fusion,2.093444506327311,2.6690762451379526,0.6906411121496514,-1.844347318013509,0.5970280765006879,24
ubfc_d2_subject1_vid_f522da8f,train,green,quality_weighted_fusion,2.093444506327311,2.6690762451379526,0.6906411121496514,-1.844347318013509,0.8959494828860606,24
ubfc_d2_subject1_vid_f522da8f,train,green,signal_extraction_baseline,2.091991106669108,2.6679789848622972,0.6906411121496516,-1.8427642186482747,0.5970280763942601,24
ubfc_d2_subject1_vid_f522da8f,train,chrom,single_forehead,63.58803685506185,63.630559900907095,,-63.58803685506185,-17.274651760636385,24
ubfc_d2_subject1_vid_f522da8f,train,chrom,single_left_cheek,63.58803606033325,63.661976102347346,0.03442306111003658,-63.58803606033325,-13.376495762683758,24
ubfc_d2_subject1_vid_f522da8f,train,chrom,single_right_cheek,61.75489012400309,61.931560816586135,-0.7711676147211838,-61.75489012400309,-13.00844085031461,24
ubfc_d2_subject1_vid_f522da8f,train,chrom,average_fusion,62.50481367111206,62.63132940015766,-0.4304738134455368,-62.50481367111206,-12.512997055881677,24
ubfc_d2_subject1_vid_f522da8f,train,chrom,quality_weighted_fusion,64.08798535664876,64.13017629834324,0.18617148085142726,-64.08798535664876,-12.84390587965426,24
ubfc_d2_subject1_vid_f522da8f,train,chrom,signal_extraction_baseline,62.504119555155434,62.6306385375558,-0.4304736639884822,-62.504119555155434,-12.512997048977631,24
ubfc_d2_subject1_vid_f522da8f,train,pos,single_forehead,2.093444506327311,2.6690762451379526,0.6906411121496514,-1.844347318013509,-0.5392398326458749,24
ubfc_d2_subject1_vid_f522da8f,train,pos,single_left_cheek,2.093444506327311,2.6690762451379526,0.6906411121496514,-1.844347318013509,-0.04112271220948766,24
ubfc_d2_subject1_vid_f522da8f,train,pos,single_right_cheek,2.1749550501505532,2.6994392564663445,0.590193530286887,-1.6776978174845378,-0.7016229822360703,24
ubfc_d2_subject1_vid_f522da8f,train,pos,average_fusion,2.093444506327311,2.6690762451379526,0.6906411121496514,-1.844347318013509,1.2134978465610802,24
ubfc_d2_subject1_vid_f522da8f,train,pos,quality_weighted_fusion,2.093444506327311,2.6690762451379526,0.6906411121496514,-1.844347318013509,1.0303763264291677,24
ubfc_d2_subject1_vid_f522da8f,train,pos,signal_extraction_baseline,2.091991106669108,2.6679789848622972,0.6906411121496516,-1.8427642186482747,1.2134978309255031,24
