method,mae_bpm,rmse_bpm,pearson_r,bias_bpm,snr_db,n_windows
green,2.2373960090406015,2.8542707902639224,-0.025759043700936117,-1.8526063398881392,1.6591683291406112,33
chrom,34.528821193810664,39.34504336597117,0.3876866424821025,-34.528821193810664,-9.592142692809247,33
pos,2.057154337565104,2.7256024036742525,-0.0057242319335413586,-1.6707347523082385,3.077138545896285,33
