method,mae_bpm,rmse_bpm,pearson_r,bias_bpm,snr_db,n_windows
green,2.125475191486123,2.551479723597241,0.3563922824122407,-0.10055282923791366,-1.3451815579895805,38
chrom,61.91875028037767,62.16574207260732,-0.26680956017853086,-61.91875028037767,-12.861101896435041,38
pos,1.9699614280583886,2.3185839382229827,0.4500122970196005,-0.3636085302427451,5.514345582921875,38
