method,mae_bpm,rmse_bpm,pearson_r,bias_bpm,snr_db,n_windows
green,1.501321913812828,1.7960056235492319,0.9276264854060239,-0.015055183869120987,-4.35953500120994,38
chrom,60.15336677075106,60.46170932824925,0.3431741617763855,-60.15336677075106,-17.334612163352595,38
pos,1.6046321474811052,1.936898505596499,0.9135767426614849,-0.015055384642661283,0.1448861192584428,38
